Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
783.69,1012.88,1002.68,1023.93,1011.18,995.89,1012.88,1006.08,982.29,995.89,984.84,956.80,960.20,964.45,961.90,967.84,989.09,941.50,972.09,958.50,958.50,981.44,987.39,955.10,921.11,887.12,878.62,850.58,821.69,787.70,795.35,
784.13,1011.30,1005.32,1022.39,1010.44,996.79,1009.59,1007.03,978.87,995.08,982.28,953.26,960.09,965.21,955.83,964.36,986.55,941.32,969.48,959.24,957.53,980.57,983.13,949.00,916.57,887.55,876.46,847.44,820.13,786.85,794.53,
784.58,1009.55,1006.12,1018.99,1009.55,996.67,1011.27,1005.26,979.50,995.82,984.66,952.89,956.33,964.91,956.33,964.05,988.95,944.31,972.64,955.47,958.90,982.94,982.08,947.74,914.26,886.79,873.91,850.74,822.41,782.92,794.94,
785.03,1007.52,1002.34,1015.28,1010.10,993.72,1009.24,1005.79,978.19,995.44,985.09,952.31,954.04,969.56,956.62,962.66,987.68,938.51,972.15,954.90,958.35,978.19,982.50,947.13,909.18,883.30,874.68,850.52,817.74,783.24,795.32,
785.48,1007.72,1007.72,1010.32,1007.72,990.39,1004.25,1005.12,973.93,992.99,982.59,948.80,954.86,969.59,953.13,960.06,985.19,934.94,967.86,954.86,959.20,976.53,981.73,941.00,906.34,887.28,873.42,844.82,814.49,779.84,794.57,
785.93,1004.98,1007.59,1007.59,1005.85,985.83,1003.24,1004.98,971.91,991.92,984.09,947.55,949.29,964.95,951.03,960.60,983.22,934.50,967.56,949.29,960.60,977.13,975.39,937.98,904.04,885.77,868.37,846.62,815.29,775.27,793.54,
786.38,1001.03,1003.65,1002.78,1001.91,981.82,999.29,1001.91,969.59,991.42,980.94,945.13,946.88,966.09,949.50,959.98,980.94,932.90,964.35,946.88,957.36,970.46,975.70,932.90,898.83,883.98,870.01,846.42,807.99,773.05,790.52,
786.83,998.43,1005.45,994.93,1001.94,977.38,994.93,1002.82,967.73,987.91,979.13,943.16,947.55,965.97,951.06,957.20,974.75,930.00,959.83,943.16,958.08,967.73,972.99,926.49,898.42,884.38,867.71,847.53,804.54,771.20,788.75,
787.28,995.60,1007.93,989.43,999.12,970.93,991.19,1000.00,961.23,985.90,974.45,940.09,941.85,962.12,948.90,957.71,976.21,929.52,959.47,939.21,960.35,968.28,969.16,923.35,893.39,883.70,860.79,847.58,804.41,765.64,787.67,
787.73,992.68,1008.62,989.14,994.45,967.00,990.91,997.11,960.80,986.48,974.08,940.43,939.55,960.80,946.63,956.37,972.31,929.81,957.26,936.00,959.91,964.34,966.11,921.84,891.73,881.10,862.51,848.34,804.06,764.21,783.69,
788.18,990.33,1005.44,986.77,993.88,963.66,986.77,995.66,957.44,982.33,970.77,938.77,940.55,957.44,946.77,953.88,967.22,926.32,951.21,931.66,957.44,962.77,963.66,915.65,888.98,879.21,859.65,848.09,802.75,764.53,782.31,
788.63,989.60,1003.00,982.46,990.50,957.45,986.03,994.96,956.56,981.57,968.17,935.12,936.02,954.77,942.27,952.99,964.60,928.87,948.52,927.08,959.24,965.49,960.13,914.58,886.89,876.17,854.74,847.59,800.26,761.85,779.72,
789.07,983.53,1000.58,979.04,986.22,950.32,987.12,991.60,954.81,982.63,965.58,931.48,933.27,951.22,940.45,951.22,961.99,928.79,946.73,921.61,956.60,961.09,956.60,914.43,885.71,873.15,856.10,847.12,797.77,758.28,778.92,
789.52,981.82,996.23,980.92,983.62,946.69,984.52,990.83,953.90,979.12,962.00,929.58,934.08,947.59,941.29,946.69,953.90,925.97,942.19,917.87,952.10,957.50,953.90,913.36,883.64,869.23,853.91,844.91,795.37,758.43,773.75,
789.97,977.60,995.69,975.79,981.22,945.04,981.22,986.64,952.28,977.60,956.80,926.05,933.29,942.33,936.90,946.85,952.28,926.96,936.00,912.49,953.18,958.61,952.28,911.58,880.83,868.17,851.89,843.76,792.21,755.13,771.41,
790.42,974.62,990.97,974.62,979.16,941.92,980.07,984.61,951.00,979.16,951.91,922.85,931.02,933.75,934.65,944.65,949.19,926.48,937.38,911.04,950.09,952.82,945.55,911.95,877.43,865.62,852.91,842.01,791.14,753.90,770.25,
790.87,975.64,986.59,976.55,977.47,945.52,982.03,982.94,950.09,976.55,949.17,921.79,933.66,932.75,935.48,942.78,943.70,925.44,938.22,908.10,947.35,951.91,948.26,914.49,876.16,858.82,851.52,838.74,787.63,752.04,766.64,
791.32,974.52,984.59,971.77,977.26,946.12,980.93,980.01,949.79,974.52,946.12,920.48,933.30,929.64,930.55,939.71,940.63,921.39,933.30,905.82,947.96,955.28,946.12,912.24,876.51,857.28,848.12,836.22,787.67,752.87,767.52,
791.77,974.04,982.31,974.96,974.04,940.04,977.72,976.80,949.23,970.37,942.80,918.91,931.77,925.34,925.34,940.96,939.12,920.75,935.45,905.12,945.56,952.91,940.96,913.39,872.96,855.50,849.07,829.77,789.34,750.75,766.37,
792.21,975.04,975.04,975.96,970.42,942.75,980.57,974.11,949.21,970.42,943.67,919.69,932.60,924.30,927.07,938.14,935.37,918.77,933.53,904.01,939.98,950.13,941.83,913.23,874.49,847.74,849.58,827.44,785.01,754.57,766.56,
792.66,973.20,972.27,971.35,971.35,940.82,976.90,973.20,946.37,965.80,939.90,914.92,930.64,924.17,920.47,933.42,930.64,911.22,931.57,904.74,939.90,952.85,940.82,912.14,876.06,849.24,847.39,822.41,782.63,755.80,764.13,
793.11,973.63,971.77,970.84,970.84,936.50,972.70,972.70,945.78,962.49,936.50,916.08,927.22,919.80,917.01,933.72,933.72,911.44,936.50,905.87,941.14,950.42,937.43,913.30,874.32,850.18,846.47,820.48,785.21,754.59,763.87,
793.56,974.69,967.24,971.89,966.31,938.38,976.55,965.38,945.83,961.65,935.59,916.04,927.21,916.97,920.69,933.72,932.79,907.66,938.38,907.66,936.52,948.62,939.31,911.38,875.08,845.29,848.08,819.22,784.78,758.71,760.57,
794.01,975.70,966.37,975.70,970.10,940.22,971.03,966.37,943.96,956.10,934.62,917.81,929.95,916.88,916.88,931.82,931.82,901.94,935.55,909.41,936.49,950.49,938.36,913.15,875.80,844.05,846.85,818.84,786.16,759.09,757.22,
794.46,975.09,964.80,974.16,969.48,939.53,970.41,965.73,943.27,952.63,933.92,918.94,926.43,911.46,912.39,931.11,937.66,902.10,938.60,911.46,935.79,950.76,935.79,914.27,873.09,846.89,844.08,816.01,787.93,758.92,756.12,
794.91,976.57,961.56,975.63,964.37,943.73,973.75,962.50,940.92,951.24,937.17,918.41,923.10,909.96,913.72,927.79,939.04,902.46,940.92,912.78,930.60,949.36,938.11,911.84,874.31,842.42,843.36,816.15,788.01,760.80,754.24,
795.35,972.58,962.23,978.22,968.81,945.30,971.64,964.11,940.60,946.24,939.66,919.90,924.61,915.20,913.32,926.49,939.66,901.09,935.89,914.26,929.31,950.94,939.66,911.44,873.81,839.95,843.71,816.44,789.16,761.88,752.48,
795.80,972.36,963.89,973.31,967.65,940.33,969.54,962.94,937.50,946.93,941.27,917.72,924.31,912.06,910.18,928.08,945.98,899.81,936.56,917.72,929.02,948.81,934.68,913.01,874.37,842.34,840.46,811.25,789.58,764.14,752.83,
796.25,973.23,965.67,973.23,962.84,939.22,969.45,963.78,935.44,946.78,943.00,917.49,921.26,910.87,911.82,927.88,949.61,903.31,937.33,917.49,923.15,945.83,937.33,914.65,878.75,839.06,841.89,810.71,788.98,757.80,752.13,
796.70,970.57,964.89,973.42,966.78,941.19,967.73,965.84,933.61,946.88,944.98,917.50,919.39,915.60,913.70,927.92,949.72,903.28,933.61,915.60,920.34,944.98,942.14,915.60,875.79,836.93,839.77,812.29,788.59,756.37,750.68,
797.15,968.66,968.66,968.66,968.66,942.07,967.71,964.87,932.58,946.82,945.87,913.58,918.33,914.53,909.78,926.88,950.62,900.29,933.53,918.33,922.13,945.87,940.17,911.68,874.65,838.56,836.66,808.17,788.23,754.99,749.29,
797.59,968.60,971.46,965.75,966.70,939.11,964.80,963.84,930.54,945.77,948.62,912.47,916.27,912.47,913.42,926.74,952.43,902.95,933.40,915.32,916.27,940.06,939.11,913.42,876.31,837.30,834.44,810.66,789.72,747.86,748.81,
798.04,964.03,965.94,963.08,967.84,938.31,963.08,965.94,930.69,944.98,945.93,910.69,912.59,915.45,914.50,923.07,951.65,897.35,928.78,912.59,911.64,936.41,937.36,911.64,876.39,835.43,833.52,808.76,783.99,747.79,747.79,
798.49,961.65,972.16,962.61,969.29,937.78,960.70,968.34,928.23,945.42,947.33,911.04,913.90,918.68,910.08,924.41,954.97,898.62,927.27,913.90,910.08,936.82,936.82,909.13,875.70,841.33,837.51,807.90,781.16,743.92,747.74,
798.94,957.83,972.18,958.78,970.26,931.99,957.83,971.22,931.03,945.39,950.17,909.98,909.98,918.59,911.90,926.25,953.04,898.50,928.16,909.98,909.98,932.95,932.95,908.07,877.45,843.96,832.48,812.38,778.89,737.75,749.23,
799.39,954.28,971.54,955.24,967.71,931.26,959.08,969.63,931.26,950.44,947.57,907.29,911.12,924.55,914.96,929.34,951.40,893.86,927.43,907.29,909.20,930.30,933.18,906.33,875.64,841.11,835.36,811.38,776.85,736.57,747.12,
799.83,952.47,974.57,953.43,969.77,924.59,955.35,971.69,931.32,949.58,945.74,906.33,914.98,927.48,912.10,930.36,949.58,889.99,924.59,908.26,908.26,926.52,927.48,901.53,874.62,847.71,835.21,810.22,774.66,736.22,746.79,
800.28,950.59,973.70,948.66,967.93,921.70,953.48,971.78,931.33,950.59,945.77,907.25,911.10,926.51,910.14,930.36,946.74,891.84,926.51,904.36,911.10,928.44,926.51,900.51,873.54,849.46,830.20,812.86,773.38,731.00,749.30,
800.73,947.73,972.82,951.59,965.10,921.67,955.45,969.93,935.18,954.49,942.90,908.16,909.13,927.46,912.02,928.43,944.83,888.86,926.50,903.34,912.02,928.43,928.43,895.61,868.59,848.32,834.81,814.55,770.15,728.65,747.95,
801.18,944.60,967.80,950.40,966.83,919.46,955.23,970.70,935.90,955.23,940.73,908.82,913.66,929.13,910.76,922.36,939.76,886.59,921.39,903.99,913.66,926.23,927.19,887.55,864.35,853.71,834.38,819.88,769.60,730.93,748.33,
801.63,943.13,967.34,947.00,966.37,920.86,955.72,969.27,935.38,956.69,941.19,909.24,909.24,925.70,909.24,921.83,941.19,885.03,923.76,902.46,917.95,928.61,921.83,885.03,864.70,855.01,830.81,821.12,769.80,730.10,749.47,
802.07,942.97,965.28,949.76,961.40,918.72,956.55,968.19,934.24,958.49,937.15,911.93,909.98,922.60,910.96,921.63,941.03,885.73,923.57,901.25,917.75,928.42,921.63,886.70,862.45,851.78,835.28,824.61,768.35,728.57,747.97,
802.52,942.55,961.01,950.32,961.01,921.17,955.18,967.81,935.74,961.01,935.74,910.48,913.39,922.14,909.51,918.25,935.74,887.16,921.17,900.76,920.20,929.91,925.06,886.19,859.95,853.15,837.60,824.97,768.61,730.72,749.18,
802.97,945.99,962.55,948.91,959.63,925.53,958.65,965.47,933.32,964.50,937.22,913.84,912.86,920.66,909.94,918.71,936.25,894.35,922.61,898.25,924.55,933.32,926.50,885.59,856.36,853.44,834.92,826.16,770.62,729.71,750.17,
803.42,950.22,959.98,948.27,958.03,920.95,959.98,962.90,933.64,964.86,932.66,912.17,914.13,917.05,909.25,916.08,932.66,895.59,921.93,893.64,923.88,932.66,924.86,887.78,852.66,851.69,834.13,827.30,769.74,729.74,752.18,
803.86,954.51,955.49,945.72,957.44,927.15,964.28,959.39,931.06,963.30,930.08,912.50,912.50,917.38,912.50,911.52,927.15,893.94,922.27,891.98,924.22,933.99,931.06,890.03,851.93,847.04,835.32,824.57,769.86,732.73,752.27,
804.31,957.56,954.63,944.85,959.52,928.22,960.50,959.52,931.15,961.48,927.24,912.57,909.64,915.51,907.68,908.66,929.20,899.86,919.42,890.07,929.20,938.98,932.13,888.12,850.95,848.02,832.37,822.59,767.81,735.53,754.12,
804.76,959.72,955.80,949.92,961.68,927.37,960.70,959.72,931.29,963.64,925.41,913.65,908.74,909.72,907.76,908.74,928.35,903.84,920.51,887.18,931.29,940.11,933.25,893.06,850.91,846.99,834.24,821.50,769.54,734.25,753.86,
805.21,961.50,950.70,950.70,958.55,932.06,966.40,954.63,930.10,962.48,923.23,912.44,907.53,909.50,911.46,910.48,923.23,901.65,921.27,884.97,928.14,940.89,933.04,895.76,852.59,839.84,834.93,817.27,769.20,738.78,752.52,
805.65,963.05,950.29,948.32,961.08,931.63,959.12,952.25,922.80,956.18,919.85,910.04,906.11,910.04,905.13,909.05,923.78,899.24,916.91,882.55,926.72,944.40,932.61,897.27,856.04,839.35,833.46,812.85,769.65,741.18,751.98,
806.10,963.39,951.59,950.61,959.46,928.98,956.51,950.61,920.14,953.56,920.14,908.34,902.44,904.41,905.39,912.27,926.03,900.47,921.12,880.81,928.00,941.76,928.98,904.41,856.24,837.56,832.64,809.05,772.68,740.24,751.05,
806.55,967.80,949.12,952.07,953.05,928.46,956.98,943.21,918.63,948.13,920.59,904.86,900.92,900.92,907.81,913.71,919.61,896.00,921.58,880.27,923.54,938.30,929.44,902.89,856.66,834.04,833.06,804.54,771.10,746.51,749.46,
807.00,964.03,946.30,953.20,956.15,923.66,953.20,943.35,915.78,942.37,920.70,901.99,902.98,901.01,902.98,911.84,918.73,890.18,918.73,882.30,921.69,940.40,929.56,903.96,855.71,836.02,830.11,800.57,773.00,748.38,746.41,
807.44,962.30,946.53,953.43,957.37,918.92,954.41,941.60,912.02,935.68,919.91,904.13,898.21,897.23,902.16,915.96,922.86,887.37,921.88,882.44,918.92,936.67,924.84,899.20,856.80,835.11,826.24,796.66,773.98,745.39,743.42,
807.89,964.30,944.56,953.44,950.48,919.88,954.43,937.65,910.01,933.70,917.91,901.13,896.19,894.22,902.12,918.90,922.84,880.40,919.88,884.35,915.93,932.71,925.80,899.16,858.69,828.09,827.10,796.51,773.81,746.17,743.21,
808.34,958.11,942.29,956.13,953.16,919.55,948.22,940.31,909.66,928.44,919.55,897.79,894.83,894.83,899.77,917.57,921.52,874.06,916.58,887.90,914.60,935.37,925.48,896.80,859.23,826.60,829.57,793.97,775.19,744.53,738.60,
808.78,952.62,944.70,954.60,948.66,915.98,945.69,937.76,909.05,925.88,920.93,894.19,894.19,887.26,896.17,918.95,923.90,868.45,916.97,888.25,911.03,930.83,918.95,893.20,856.56,826.86,823.89,788.24,774.37,743.68,737.73,
809.23,949.75,944.79,954.71,942.80,914.02,947.77,931.89,904.10,922.96,921.96,888.22,893.18,882.27,902.12,917.00,921.96,866.39,915.02,887.23,901.12,925.93,917.99,891.20,859.44,821.73,823.71,790.96,772.11,737.37,734.40,
809.68,942.66,937.69,946.63,939.68,910.88,940.67,930.74,899.95,914.85,918.82,886.04,886.04,882.07,896.97,911.87,917.83,859.22,906.90,889.02,893.99,920.81,912.86,886.04,855.25,815.52,821.48,789.69,768.83,732.08,732.08,
810.13,939.67,938.68,941.66,934.69,906.82,933.70,925.74,896.87,909.81,912.80,879.95,882.93,877.96,891.89,906.82,919.76,856.06,904.83,887.91,889.90,913.79,905.83,881.94,852.08,814.25,816.24,783.39,764.48,728.64,728.64,
810.57,932.50,935.49,936.49,927.52,901.58,932.50,920.53,894.60,905.57,911.56,873.66,876.65,873.66,894.60,900.59,914.55,855.71,898.59,884.63,879.64,903.58,902.58,875.65,848.73,807.84,810.83,783.90,759.96,719.07,725.06,
811.02,921.05,926.04,925.04,922.05,898.07,927.04,917.05,889.08,900.07,904.07,868.10,870.10,874.10,889.08,893.08,908.06,847.12,887.08,877.09,871.10,896.07,895.08,869.10,842.13,797.18,806.17,775.20,749.23,714.26,722.25,
811.47,909.76,923.78,913.77,914.77,889.75,917.77,912.77,883.74,894.75,893.75,860.72,864.73,869.73,880.74,883.74,904.76,840.71,880.74,871.73,863.73,888.75,882.74,858.72,835.70,794.67,799.67,766.64,741.62,703.59,715.60,
811.91,897.93,918.98,902.94,906.95,880.90,905.95,903.95,875.89,884.91,888.91,850.83,851.83,860.85,873.88,873.88,896.93,838.81,871.88,858.85,851.83,875.89,873.88,848.83,831.79,785.69,788.70,764.65,735.58,690.49,708.53,
812.36,887.61,907.69,892.63,891.63,874.56,895.64,897.65,868.53,877.57,877.57,841.42,842.43,857.49,867.53,863.51,884.60,829.37,858.49,847.45,841.42,864.52,864.52,843.43,821.34,775.15,782.18,757.08,720.93,683.78,702.86,
812.81,870.31,896.44,881.37,882.37,862.27,882.37,887.40,859.26,864.28,868.30,831.12,837.15,851.22,854.23,848.20,874.33,821.07,849.21,839.16,830.11,857.25,849.21,829.11,810.01,770.82,773.83,746.70,706.50,675.35,692.43,
813.25,855.56,885.72,862.60,868.63,849.53,870.64,877.68,846.51,852.54,856.56,819.37,822.38,839.47,840.48,837.46,858.57,814.34,838.47,823.39,820.37,842.49,838.47,818.36,801.27,763.07,757.03,739.94,696.71,663.54,683.64,
813.70,844.76,872.95,854.83,853.82,838.72,859.86,864.90,836.70,845.76,844.76,808.51,813.55,831.67,830.66,825.63,844.76,803.48,826.63,810.52,808.51,829.66,828.65,807.50,789.38,751.12,751.12,733.00,685.67,653.45,672.58,
814.15,833.84,858.00,842.90,842.90,826.79,844.91,857.00,825.78,833.84,831.82,796.57,805.64,821.75,813.69,812.69,833.84,790.53,816.72,801.61,799.60,819.74,815.71,792.55,776.43,743.20,739.17,720.04,677.74,646.52,661.63,
814.59,823.45,844.61,829.50,831.51,815.38,835.54,846.63,815.38,825.46,821.43,786.16,794.22,809.34,798.25,803.29,822.44,782.12,807.32,787.16,792.20,809.34,804.30,781.12,766.00,735.76,723.67,711.57,669.24,636.99,652.11,
815.04,811.92,834.11,819.99,818.98,801.83,828.06,836.12,805.87,821.00,808.89,778.63,784.69,794.77,786.70,793.76,808.89,769.56,799.82,777.63,782.67,800.82,796.79,770.57,751.40,730.22,721.14,705.01,659.62,627.35,642.47,
815.49,804.33,818.46,810.39,808.37,793.23,818.46,828.55,796.26,811.40,797.27,768.00,778.09,782.13,772.04,782.13,797.27,759.93,789.19,771.03,778.09,792.22,786.17,758.92,741.76,722.59,711.48,699.37,653.96,622.68,635.79,
815.93,801.75,810.83,800.74,798.72,786.60,811.84,815.88,787.61,804.78,786.60,760.35,769.43,773.47,758.33,774.48,788.62,755.30,784.58,760.35,773.47,787.61,776.50,750.25,730.05,718.95,700.77,694.71,649.27,611.91,629.08,
816.38,798.29,801.33,797.28,795.26,776.06,806.38,808.40,779.09,803.35,777.07,754.84,765.96,763.94,751.81,765.96,780.11,747.77,780.11,754.84,765.96,779.09,776.06,744.74,722.51,713.41,697.24,690.17,643.69,607.31,625.50,
816.83,797.53,789.44,793.48,789.44,776.28,803.61,805.63,775.27,801.58,768.18,753.00,765.15,761.10,748.95,762.11,770.21,742.88,773.24,755.02,767.17,775.27,774.25,739.84,717.58,706.44,694.30,685.19,640.66,607.26,622.44,
817.27,795.38,787.29,787.29,791.33,771.10,802.47,799.43,776.15,797.41,761.99,746.81,763.00,755.92,743.77,757.94,768.06,743.77,772.11,749.84,769.07,776.15,771.10,734.67,712.40,703.30,687.10,680.02,638.53,607.16,621.33,
817.72,797.35,785.19,789.25,791.27,764.93,800.39,799.38,775.06,801.40,759.86,746.69,759.86,748.72,740.61,759.86,767.97,742.64,772.02,748.72,766.96,774.05,775.06,738.59,709.21,701.10,687.93,675.77,641.33,602.83,621.06,
818.17,803.42,779.07,790.23,787.19,767.91,804.43,796.32,776.03,803.42,760.81,749.65,760.81,746.61,741.54,756.75,761.83,742.55,769.94,750.67,764.87,775.01,778.06,740.52,707.05,694.87,688.79,672.56,642.13,608.65,622.85,
818.61,803.70,778.30,790.50,793.54,766.11,799.64,797.61,773.22,802.69,760.01,750.87,760.01,747.82,740.71,756.97,764.08,744.77,768.14,750.87,769.16,777.29,777.29,737.66,707.18,696.00,687.87,668.57,641.13,609.64,623.86,
819.06,802.56,781.17,792.38,793.39,762.84,797.47,795.43,772.01,801.54,758.77,753.67,756.73,746.54,741.45,756.73,761.82,748.58,766.91,751.64,767.93,772.01,774.04,741.45,704.79,693.58,687.47,667.10,640.62,610.07,625.34,
819.50,803.86,778.36,791.62,788.56,765.10,799.78,789.58,773.26,798.76,757.96,752.86,755.92,743.67,745.71,756.94,756.94,745.71,765.10,747.75,764.08,773.26,777.34,743.67,703.89,687.57,686.55,664.10,639.62,613.10,623.30,
819.95,800.63,777.08,795.51,794.48,764.79,794.48,791.41,770.93,793.46,758.65,752.51,757.63,748.41,743.29,757.63,755.58,746.36,758.65,745.34,768.89,776.05,778.10,742.27,705.41,684.93,682.89,662.41,638.86,613.27,623.51,
820.40,798.92,777.36,795.84,795.84,765.04,790.71,790.71,771.20,788.65,761.95,755.79,754.77,746.55,747.58,760.93,755.79,747.58,758.87,741.42,767.09,772.22,777.36,745.52,703.42,682.88,682.88,659.27,640.78,613.06,622.30,
820.84,799.95,778.30,798.92,793.77,768.00,792.74,789.64,772.12,787.58,766.96,755.62,753.56,745.32,751.50,764.90,754.59,745.32,760.78,743.25,761.81,771.09,780.37,747.38,711.30,679.34,684.50,657.69,638.11,617.49,618.52,
821.29,798.00,779.37,801.10,795.93,771.09,792.82,794.89,774.19,781.44,774.19,756.60,755.56,749.35,752.46,764.88,755.56,745.21,757.63,747.28,764.88,777.30,781.44,748.32,710.02,682.07,686.21,658.27,640.67,621.01,619.97,
821.73,798.60,785.10,800.68,795.49,771.60,796.52,793.41,773.68,783.02,779.91,757.06,754.98,746.68,751.87,769.52,763.29,749.79,763.29,745.64,766.41,774.72,778.87,752.91,711.37,686.44,684.37,658.40,642.83,623.10,622.06,
822.18,800.29,789.85,803.42,795.07,775.24,800.29,794.03,773.16,786.72,784.63,761.68,757.51,748.12,758.55,773.16,766.90,749.16,765.85,750.20,766.90,776.29,784.63,753.33,717.86,686.56,691.77,663.60,642.73,620.82,620.82,
822.63,799.11,791.78,804.35,799.11,782.35,798.06,800.16,776.07,783.40,786.54,763.50,760.36,756.17,763.50,773.97,767.69,748.84,766.64,754.08,769.79,781.31,786.54,755.12,721.61,689.14,693.33,667.15,644.11,624.21,621.06,
823.07,798.31,802.52,807.78,804.62,786.74,800.42,802.52,777.28,786.74,789.90,764.65,763.60,759.40,766.76,779.38,778.33,752.03,772.02,758.34,776.22,782.53,784.64,757.29,725.74,698.39,693.13,667.89,647.91,623.71,622.66,
823.52,796.18,809.89,805.67,804.62,788.80,805.67,801.46,779.31,788.80,795.13,764.55,765.60,760.33,772.98,781.42,783.53,755.06,774.04,763.49,776.15,782.47,789.86,759.27,727.64,697.06,694.95,673.86,650.66,620.07,624.29,
823.96,795.22,811.08,805.79,806.85,795.22,810.02,808.96,784.64,792.04,796.27,764.55,766.66,767.72,778.30,784.64,788.87,755.03,777.24,768.78,779.35,787.81,794.16,763.49,733.88,700.04,700.04,678.89,651.40,622.85,629.19,
824.41,798.91,823.31,810.58,813.76,802.09,816.95,815.88,789.36,797.85,801.03,768.14,776.63,777.69,784.06,790.42,799.97,760.71,787.24,778.75,785.12,792.54,792.54,769.20,742.68,709.79,705.54,681.14,654.62,625.97,633.40,
824.86,803.14,827.57,812.70,820.14,802.08,820.14,820.14,792.51,802.08,809.51,771.27,779.77,781.89,791.45,791.45,807.39,768.08,793.58,784.02,781.89,793.58,801.01,773.39,750.02,714.96,710.71,689.47,658.66,625.73,637.41,
825.30,805.09,832.74,819.98,823.17,806.15,826.36,826.36,796.58,810.41,812.54,774.25,783.82,793.39,796.58,795.52,812.54,771.06,796.58,791.26,785.95,802.96,805.09,778.50,751.91,721.07,714.69,694.48,660.45,630.67,641.31,
825.75,808.23,838.00,822.05,830.56,808.23,828.43,832.68,798.65,813.54,814.61,779.51,793.34,799.72,801.84,796.53,819.92,776.32,800.78,795.46,794.40,809.29,805.03,779.51,752.93,727.40,719.96,696.56,665.72,633.82,645.52,
826.19,807.22,841.25,819.98,833.81,809.35,828.49,834.87,798.71,817.86,818.92,783.82,793.40,802.97,804.03,798.71,824.24,782.76,801.90,793.40,794.46,809.35,809.35,784.89,759.36,728.52,721.08,703.00,668.96,630.68,648.76,
826.64,809.92,841.80,825.86,832.24,809.92,830.11,836.49,802.48,822.67,818.42,787.60,795.04,805.67,806.73,801.41,825.86,778.03,800.35,795.04,792.91,810.98,808.85,784.41,758.90,727.01,725.95,701.50,668.55,632.42,651.55,
827.08,810.63,837.16,827.61,835.04,810.63,827.61,838.22,805.33,821.24,820.18,788.35,795.78,808.51,804.27,797.90,825.49,777.74,801.08,793.66,791.54,815.94,805.33,783.05,758.64,729.99,725.75,702.41,669.52,635.56,649.36,
827.53,811.94,835.26,823.60,834.20,809.82,829.96,837.38,804.52,823.60,820.42,788.62,792.86,806.64,801.34,799.22,826.78,779.08,801.34,786.50,786.50,811.94,803.46,783.32,757.88,731.38,720.78,705.94,670.96,632.81,651.88,
827.97,813.00,833.09,824.63,834.14,805.60,832.03,833.09,805.60,827.80,816.17,789.74,791.85,805.60,799.25,798.20,822.51,772.82,800.31,783.40,786.57,811.94,801.37,781.28,752.74,729.48,726.31,707.28,668.16,631.16,653.36,
828.42,819.04,826.42,827.48,833.80,805.34,831.69,836.96,806.39,823.26,813.77,790.58,794.80,807.45,793.74,794.80,821.15,768.45,803.23,783.20,786.37,814.83,799.02,777.93,753.69,734.71,727.34,710.47,669.36,635.63,654.60,
828.86,823.57,827.77,826.72,836.17,804.66,831.97,835.12,805.71,825.67,814.11,795.20,793.10,806.76,788.90,794.15,821.46,771.04,806.76,778.40,788.90,815.16,799.40,778.40,752.13,740.58,723.77,713.27,671.25,634.48,654.44,
829.31,824.46,824.46,830.72,836.99,800.42,831.77,833.86,803.56,833.86,810.87,794.15,792.06,800.42,789.97,793.11,821.32,765.94,805.65,776.39,788.93,811.92,801.47,773.25,747.13,737.73,726.23,714.74,671.89,635.32,656.22,
829.76,826.94,820.71,830.06,833.18,804.09,837.33,834.21,804.09,833.18,808.24,794.74,792.66,797.85,789.54,789.54,819.67,762.53,807.20,778.12,790.58,812.40,799.93,768.77,743.83,739.68,725.13,716.82,673.19,638.91,656.57,
830.20,829.81,822.58,825.68,839.10,806.07,837.03,832.90,806.07,832.90,804.01,795.75,790.59,793.68,785.43,791.62,820.52,763.75,812.26,775.11,791.62,810.20,796.78,766.85,745.18,740.01,721.44,715.24,671.90,638.87,658.48,
830.65,831.85,824.68,829.80,838.00,802.14,838.00,832.88,807.27,836.98,803.17,796.00,789.85,785.75,782.68,792.92,819.56,761.17,815.46,775.51,789.85,804.19,800.10,766.29,741.70,739.65,724.29,717.11,669.99,636.18,659.75,
831.09,834.97,819.73,830.91,835.99,806.53,841.07,827.86,811.61,839.03,799.42,794.34,791.29,788.24,784.18,788.24,817.70,761.83,817.70,778.09,789.26,805.51,799.42,763.87,740.50,739.49,725.27,716.12,668.38,641.97,661.27,
